ID,Region,Region or State,Year,Land use,Value,Units,Release date,Source,Price per Acre (TND),Total Land (m²),Price (TND),Price per m² (TND),State_encoded,Land_use_encoded
9752,South,Beja,1992,All special uses of land,4957.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,20060285.02,24785000.0,2450.0,7,0
9753,Center,Monastir,1992,All special uses of land,5926.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,23981692.36,29630000.0,2450.0,37,0
9754,Center,Jendouba,1992,All special uses of land,12321.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,49861362.06,61605000.0,2450.0,4,0
9755,North,Kasserine,1992,All special uses of land,5550.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,22460073.0,27750000.0,2450.0,56,0
9756,South,Medenine,1992,All special uses of land,7569.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,30630683.34,37845000.0,2450.0,34,0
9757,South,Medenine,1992,All special uses of land,23284.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,94227088.24,116420000.0,2450.0,46,0
9758,South,Tozeur,1992,All special uses of land,6298.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,25487124.28,31490000.0,2450.0,59,0
9759,North,Bizerte,1992,All special uses of land,3612.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,14617258.32,18060000.0,2450.0,45,0
9760,North,Sousse,1992,All special uses of land,13372.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,54114611.92,66860000.0,2450.0,6,0
9761,South,Sidi Bouzid,1992,All special uses of land,136388.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,551943141.6800001,681940000.0,2450.0,0,0
9762,Center,Bizerte,1992,All special uses of land,143616.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,581193845.76,718080000.0,2450.0,2,0
9763,South,Beja,1992,All special uses of land,760.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3075613.6,3800000.0,2450.0,15,0
9764,South,Sousse,1992,All special uses of land,280763.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1136208554.18,1403815000.0,2450.0,55,0
9765,North,Tozeur,1997,All special uses of land,9836.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5500.0,39804914.96,54098000.0,2450.0,41,0
9766,South,Tataouine,1997,All special uses of land,520.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4000.0,2104367.2,2080000.0,2450.0,24,0
9767,South,Siliana,1997,All special uses of land,318.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1286901.48,1590000.0,2450.0,35,0
9768,Center,Sidi Bouzid,1997,All special uses of land,337.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4500.0,1363791.82,1516500.0,2450.0,57,0
9769,South,Tataouine,1997,All special uses of land,552.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7000.0,2233866.72,3864000.0,2450.0,26,0
9770,Center,Zaghouan,1997,All special uses of land,61.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7500.0,246858.46,457500.0,2450.0,48,0
9771,North,Sfax,1997,All special uses of land,298.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6800.0,1205964.28,2026400.0,2450.0,8,0
9772,Center,Manouba,1997,All special uses of land,3809.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",10000.0,15414489.74,38090000.0,2450.0,38,0
9773,South,Gafsa,1997,All special uses of land,728.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",12000.0,2946114.08,8736000.0,2450.0,36,0
9774,North,Zaghouan,1997,All special uses of land,2378.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6500.0,9623433.08,15457000.0,2450.0,47,0
9775,Center,Gabes,1997,All special uses of land,103.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,416826.58,515000.0,2450.0,10,0
9776,South,Bizerte,1997,All special uses of land,731.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2958254.66,3655000.0,2450.0,25,0
9778,North,Sfax,1997,All special uses of land,9049.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,36620036.14,45245000.0,2450.0,22,0
9779,North,Kairouan,1997,All special uses of land,2468.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,9987650.48,12340000.0,2450.0,27,0
9780,South,Manouba,1997,All special uses of land,2182.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,8830248.52,10910000.0,2450.0,61,0
9781,North,Manouba,1997,All special uses of land,4398.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,17798090.28,21990000.0,2450.0,28,0
9782,North,Sousse,1997,All special uses of land,7444.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,30124825.84,37220000.0,2450.0,9,0
9783,Center,Sousse,1997,All special uses of land,1152.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4661982.72,5760000.0,2450.0,43,0
9784,South,Medenine,1997,All special uses of land,1102.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4459639.72,5510000.0,2450.0,18,0
9785,North,Ariana,1997,All special uses of land,1901.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7693080.86,9505000.0,2450.0,17,0
9786,North,Bizerte,1997,All special uses of land,1550.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6272633.0,7750000.0,2450.0,19,0
9787,South,Kebili,1997,All special uses of land,1741.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7045583.26,8705000.0,2450.0,30,0
9788,North,Sousse,1997,All special uses of land,6106.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,24710127.16,30530000.0,2450.0,42,0
9789,Center,Bizerte,1997,All special uses of land,1489.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6025774.54,7445000.0,2450.0,40,0
9790,Center,Gabes,1997,All special uses of land,1575.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6373804.5,7875000.0,2450.0,50,0
9791,South,Sousse,1997,All special uses of land,1423.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5758681.78,7115000.0,2450.0,33,0
9792,North,Ben Arous,1997,All special uses of land,1619.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6551866.34,8095000.0,2450.0,20,0
9793,North,Gabes,1997,All special uses of land,7631.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,30881588.66,38155000.0,2450.0,3,0
9794,North,Bizerte,1997,All special uses of land,1468.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5940790.48,7340000.0,2450.0,58,0
9795,Center,Nabeul,1997,All special uses of land,699.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2828755.14,3495000.0,2450.0,60,0
9796,South,Tataouine,1997,All special uses of land,2264.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,9162091.04,11320000.0,2450.0,39,0
9797,North,Kairouan,1997,All special uses of land,996.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4030672.56,4980000.0,2450.0,21,0
9798,North,Ariana,1997,All special uses of land,2203.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,8915232.58,11015000.0,2450.0,53,0
9799,North,Nabeul,1997,All special uses of land,8984.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,36356990.24,44920000.0,2450.0,51,0
9800,South,Sfax,1997,All special uses of land,1032.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4176359.52,5160000.0,2450.0,49,0
9801,Center,Sousse,1997,All special uses of land,1854.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7502878.44,9270000.0,2450.0,14,0
9802,Center,Tunis,1997,All special uses of land,4675.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,18919070.5,23375000.0,2450.0,13,0
9803,Center,Gafsa,1997,All special uses of land,1423.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5758681.78,7115000.0,2450.0,1,0
9804,Center,Manouba,1997,All special uses of land,3693.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,14945053.98,18465000.0,2450.0,11,0
9805,South,Sousse,1997,All special uses of land,848.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3431737.2800000003,4240000.0,2450.0,29,0
9806,South,Nabeul,1997,All special uses of land,1450.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5867947.0,7250000.0,2450.0,5,0
9807,South,Monastir,1997,All special uses of land,1396.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5649416.5600000005,6980000.0,2450.0,23,0
9808,Center,Sfax,1997,All special uses of land,6840.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,27680522.4,34200000.0,2450.0,52,0
9809,Center,Manouba,1997,All special uses of land,1477.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5977212.22,7385000.0,2450.0,44,0
9810,South,Sidi Bouzid,1997,All special uses of land,5363.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,21703310.18,26815000.0,2450.0,54,0
9811,South,Tunis,1997,All special uses of land,50947.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,206175376.42,254735000.0,2450.0,32,0
9812,South,Tunis,1997,All special uses of land,6414.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,25956560.04,32070000.0,2450.0,31,0
9813,North,Ariana,1997,All special uses of land,5266.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,21310764.76,26330000.0,2450.0,16,0
9814,Center,Gabes,1997,All special uses of land,6332.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,25624717.52,31660000.0,2450.0,62,0
9815,Center,Gabes,1997,All special uses of land,5700.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,23067102.0,28500000.0,2450.0,7,0
9816,North,Sfax,1997,All special uses of land,6360.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,25738029.6,31800000.0,2450.0,37,0
9817,North,Manouba,1997,All special uses of land,10092.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,40840911.120000005,50460000.0,2450.0,4,0
9818,Center,Gabes,1997,All special uses of land,5059.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,20473064.74,25295000.0,2450.0,56,0
9819,North,Bizerte,1997,All special uses of land,5726.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,23172320.36,28630000.0,2450.0,34,0
9820,Center,Sidi Bouzid,1997,All special uses of land,31228.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,126375344.08,156140000.0,2450.0,46,0
9821,North,Jendouba,1997,All special uses of land,6638.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,26863056.68,33190000.0,2450.0,59,0
9822,North,Manouba,1997,All special uses of land,3594.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,14544414.84,17970000.0,2450.0,45,0
9823,North,Kairouan,1997,All special uses of land,20996.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,84967872.56,104980000.0,2450.0,6,0
9824,North,Ariana,1997,All special uses of land,141759.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,573678826.74,708795000.0,2450.0,0,0
9825,South,Beja,1997,All special uses of land,143013.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,578753589.1800001,715065000.0,2450.0,2,0
9826,Center,Gafsa,1997,All special uses of land,769.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3112035.3400000003,3845000.0,2450.0,15,0
9827,Center,Manouba,1997,All special uses of land,285541.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1155544451.26,1427705000.0,2450.0,55,0
9828,North,Beja,2002,All special uses of land,10404.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5500.0,42103531.44,57222000.0,2450.0,41,0
9829,Center,Sfax,2002,All special uses of land,589.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4000.0,2383600.54,2356000.0,2450.0,24,0
9830,North,Ariana,2002,All special uses of land,337.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1363791.82,1685000.0,2450.0,35,0
9831,Center,Ben Arous,2002,All special uses of land,346.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4500.0,1400213.56,1557000.0,2450.0,57,0
9832,Center,Mahdia,2002,All special uses of land,555.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7000.0,2246007.3000000003,3885000.0,2450.0,26,0
9833,Center,Sfax,2002,All special uses of land,62.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7500.0,250905.32,465000.0,2450.0,48,0
9834,Center,Monastir,2002,All special uses of land,293.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6800.0,1185729.98,1992400.0,2450.0,8,0
9835,South,Siliana,2002,All special uses of land,3971.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",10000.0,16070081.06,39710000.0,2450.0,38,0
9836,Center,Ariana,2002,All special uses of land,811.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",12000.0,3282003.46,9732000.0,2450.0,36,0
9837,South,Mahdia,2002,All special uses of land,2594.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6500.0,10497554.84,16861000.0,2450.0,47,0
9838,Center,Monastir,2002,All special uses of land,112.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,453248.32,560000.0,2450.0,10,0
9839,North,Manouba,2002,All special uses of land,735.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2974442.1,3675000.0,2450.0,25,0
9841,Center,Siliana,2002,All special uses of land,9803.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,39671368.58,49015000.0,2450.0,22,0
